ID. Ils,IUPAC,FG,MW,Temperatura reducida,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,Tensión superficial
1,"3,3'-(1,12-dodecanediyl)bis[1-methylimidazolium] bis((perfluoroethyl)sulfonyl)amide",C28H36F20N6O8S4,1092.84,0.165586563,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7.653781975,2402.300279,1539.366659,1793.623794,9.968108283,0.160574447,1.593142776,35.6
2,"3,3'-(1,10-decanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",C26H32F20N6O8S4,1064.78,0.167067599,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7.349023726,2292.691271,1506.151864,1777.723524,10.53971291,0.163484992,1.432592242,36.3
3,"3,3'-(1,9-nonanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",C25H30F20N6O8S4,1050.76,0.167710302,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7.196644602,2237.886767,1489.315442,1770.910886,10.84897167,0.164891295,1.347964882,36.7
4,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",C22H24F20N6O8S4,1008.68,0.169221821,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6.739507228,2073.473256,1437.890076,1755.0928,11.88644073,0.168895444,1.088396369,37.4
5,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,2,2,2-pentafluoro-N-[(1,1,2,2,2-pentafluoroethyl)sulfonyl]ethanesulfonamide",C21H22F20N6O8S4,994.65,0.169578913,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,6.587128104,2018.668752,1420.442921,1751.397002,12.27409682,0.170152273,1.002502131,37.8
6,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C38H68F18P2,928.88,0.223127147,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.850950729,2582.117115,1026.328802,1337.84707,5.43224518,0.126100434,0.034036502,28.99
6,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C38H68F18P2,928.88,0.22809782,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.850950729,2582.117115,1026.328802,1337.84707,5.43224518,0.126100434,0.034036502,28.68
6,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C38H68F18P2,928.88,0.231080224,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.850950729,2582.117115,1026.328802,1337.84707,5.43224518,0.126100434,0.034036502,28.44
6,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C38H68F18P2,928.88,0.234443837,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.850950729,2582.117115,1026.328802,1337.84707,5.43224518,0.126100434,0.034036502,28.14
6,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C38H68F18P2,928.88,0.238966028,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.850950729,2582.117115,1026.328802,1337.84707,5.43224518,0.126100434,0.034036502,27.8
6,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C38H68F18P2,928.88,0.243189231,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.850950729,2582.117115,1026.328802,1337.84707,5.43224518,0.126100434,0.034036502,27.58
6,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C38H68F18P2,928.88,0.247128396,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.850950729,2582.117115,1026.328802,1337.84707,5.43224518,0.126100434,0.034036502,27.28
6,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C38H68F18P2,928.88,0.252569974,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.850950729,2582.117115,1026.328802,1337.84707,5.43224518,0.126100434,0.034036502,26.85
6,trihexyl(tetradecyl)phosphonium tris(pentafluoroethyl)trifluorophosphate,C38H68F18P2,928.88,0.256598835,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.850950729,2582.117115,1026.328802,1337.84707,5.43224518,0.126100434,0.034036502,26.57
7,"3,3'-(1,12-dodecanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C24H36F12N6O8S4,892.81,0.156619993,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5.947634384,2089.234292,1542.709464,1896.30962,13.93971814,0.184713927,1.138782028,38.6
8,"3,3'-(1,10-decanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C22H32F12N6O8S4,864.75,0.157173847,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5.642876135,1979.625284,1505.139992,1889.627345,15.03940612,0.189498277,0.973469296,39.4
9,"3,3'-(1,9-nonanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C21H30F12N6O8S4,850.73,0.157335733,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5.49049701,1924.82078,1486.126231,1887.683075,15.65084206,0.191940525,0.892625938,39.9
10,"3,3'-(1,8-octanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C20H28F12N6O8S4,836.7,0.157417051,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5.338117886,1870.016276,1466.959787,1886.707937,16.30933832,0.194421731,0.813484693,40.3
11,"3,3'-(1,6-hexanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C18H24F12N6O8S4,808.64,0.157325123,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5.033359637,1760.407269,1428.168848,1887.810374,17.7895819,0.199520846,0.661309767,41.1
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.157144864,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,42.7
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.160398874,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,42.4
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.16304441,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,42.1
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.165689947,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,41.7
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.168335483,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,41.4
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.17098102,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,41
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.173626556,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,40.7
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.176272093,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,40.5
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.178917629,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,40.1
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.181563165,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,39.9
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.184208702,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,39.7
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.186854238,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,39.4
12,"3,3'-(1,5-pentanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C17H22F12N6O8S4,794.62,0.157144864,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.880980512,1705.602765,1408.544354,1889.975861,18.62451249,0.202150258,0.588613237,41.7
13,"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C16H20F12N6O8S4,780.59,0.170681924,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.728601388,1650.798261,1388.767177,1893.287771,19.53320714,0.204841846,0.518312476,38
13,"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C16H20F12N6O8S4,780.59,0.173322833,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.728601388,1650.798261,1388.767177,1893.287771,19.53320714,0.204841846,0.518312476,37.5
13,"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C16H20F12N6O8S4,780.59,0.175963742,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.728601388,1650.798261,1388.767177,1893.287771,19.53320714,0.204841846,0.518312476,36.9
13,"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C16H20F12N6O8S4,780.59,0.17860465,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.728601388,1650.798261,1388.767177,1893.287771,19.53320714,0.204841846,0.518312476,36.5
13,"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C16H20F12N6O8S4,780.59,0.181245559,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.728601388,1650.798261,1388.767177,1893.287771,19.53320714,0.204841846,0.518312476,36.1
13,"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C16H20F12N6O8S4,780.59,0.183886467,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.728601388,1650.798261,1388.767177,1893.287771,19.53320714,0.204841846,0.518312476,35.7
13,"3,3'-(1,4-butanediyl)bis[1-methylimidazolium] 1,1,1-trifluoro-N-[(trifluoromethyl)sulfonyl]methanesulfonamide",C16H20F12N6O8S4,780.59,0.186527376,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.728601388,1650.798261,1388.767177,1893.287771,19.53320714,0.204841846,0.518312476,35.4
14,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C48H102O2P2,773.29,0.175590197,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.224143082,2851.980715,1331.507649,1725.98474,5.826265677,0.115789098,0.102691436,27.345
14,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C48H102O2P2,773.29,0.181439611,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.224143082,2851.980715,1331.507649,1725.98474,5.826265677,0.115789098,0.102691436,26.553
14,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C48H102O2P2,773.29,0.186390408,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.224143082,2851.980715,1331.507649,1725.98474,5.826265677,0.115789098,0.102691436,25.879
14,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C48H102O2P2,773.29,0.193280967,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.224143082,2851.980715,1331.507649,1725.98474,5.826265677,0.115789098,0.102691436,24.933
14,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C48H102O2P2,773.29,0.178390917,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.224143082,2851.980715,1331.507649,1725.98474,5.826265677,0.115789098,0.102691436,27.6
14,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C48H102O2P2,773.29,0.184068835,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.224143082,2851.980715,1331.507649,1725.98474,5.826265677,0.115789098,0.102691436,26.9
14,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C48H102O2P2,773.29,0.190094381,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.224143082,2851.980715,1331.507649,1725.98474,5.826265677,0.115789098,0.102691436,26.2
14,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C48H102O2P2,773.29,0.195830237,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.224143082,2851.980715,1331.507649,1725.98474,5.826265677,0.115789098,0.102691436,25.5
14,"trihexyltetradecylphosphonium bis(2,4,4-trimethylpentyl)phosphinate",C48H102O2P2,773.29,0.198669196,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8,4,2,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.224143082,2851.980715,1331.507649,1725.98474,5.826265677,0.115789098,0.102691436,25
15,"3,3'-(propane-1,3-diyl)bis(1-methyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",C15H18F12N6O8S4,766.56,0.155969343,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.576222263,1595.993757,1368.837317,1897.808856,20.52523498,0.207603471,0.450454748,38.5
15,"3,3'-(propane-1,3-diyl)bis(1-methyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",C15H18F12N6O8S4,766.56,0.159736845,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.576222263,1595.993757,1368.837317,1897.808856,20.52523498,0.207603471,0.450454748,38
15,"3,3'-(propane-1,3-diyl)bis(1-methyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",C15H18F12N6O8S4,766.56,0.162371463,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.576222263,1595.993757,1368.837317,1897.808856,20.52523498,0.207603471,0.450454748,37.5
15,"3,3'-(propane-1,3-diyl)bis(1-methyl-1H-imidazol-3-ium) bis((trifluoromethyl)sulfonyl)amide",C15H18F12N6O8S4,766.56,0.16500608,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4.576222263,1595.993757,1368.837317,1897.808856,20.52523498,0.207603471,0.450454748,37.3
