ID. Ils,IUPAC,FG,MW,Temperatura reducida,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,X65,X66,X67,X68,X69,X70,X71,X72,X73,Tensión superficial
435,1-methylimidazolium bromide,C4H7BrN2,163.02,0.457858975,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748255013,347.57,479.2,726.7303211,51.6541402,0.297126846,0.408534354,67.37
435,1-methylimidazolium bromide,C4H7BrN2,163.02,0.465124394,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748255013,347.57,479.2,726.7303211,51.6541402,0.297126846,0.408534354,66.81
435,1-methylimidazolium bromide,C4H7BrN2,163.02,0.473930962,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748255013,347.57,479.2,726.7303211,51.6541402,0.297126846,0.408534354,66.16
435,1-methylimidazolium bromide,C4H7BrN2,163.02,0.477825116,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748255013,347.57,479.2,726.7303211,51.6541402,0.297126846,0.408534354,65.85
435,1-methylimidazolium bromide,C4H7BrN2,163.02,0.485847349,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748255013,347.57,479.2,726.7303211,51.6541402,0.297126846,0.408534354,65.23
435,1-methylimidazolium bromide,C4H7BrN2,163.02,0.493071487,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748255013,347.57,479.2,726.7303211,51.6541402,0.297126846,0.408534354,64.67
435,1-methylimidazolium bromide,C4H7BrN2,163.02,0.501905575,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748255013,347.57,479.2,726.7303211,51.6541402,0.297126846,0.408534354,63.96
435,1-methylimidazolium bromide,C4H7BrN2,163.02,0.444552801,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748255013,347.57,479.2,726.7303211,51.6541402,0.297126846,0.408534354,68
435,1-methylimidazolium bromide,C4H7BrN2,163.02,0.452492473,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748255013,347.57,479.2,726.7303211,51.6541402,0.297126846,0.408534354,67.7
435,1-methylimidazolium bromide,C4H7BrN2,163.02,0.457886496,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748255013,347.57,479.2,726.7303211,51.6541402,0.297126846,0.408534354,67.4
435,1-methylimidazolium bromide,C4H7BrN2,163.02,0.465000551,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.748255013,347.57,479.2,726.7303211,51.6541402,0.297126846,0.408534354,67.1
